index,label,reward
0,1.0,0.97998046875
1,0.0,0.97998046875
2,1.0,-0.2109375
3,0.0,-0.1883544921875
4,1.0,0.81982421875
5,0.0,0.70751953125
6,1.0,0.110107421875
7,0.0,0.110107421875
8,1.0,0.94189453125
9,0.0,0.458740234375
10,1.0,0.8916015625
11,0.0,0.01473236083984375
12,1.0,0.59619140625
13,0.0,0.2091064453125
14,1.0,1.2490234375
15,0.0,-0.055450439453125
16,1.0,0.9365234375
17,0.0,0.35107421875
18,1.0,0.693359375
19,0.0,0.29052734375
20,1.0,0.56494140625
21,0.0,-0.2269287109375
22,1.0,0.87060546875
23,0.0,0.095458984375
24,1.0,0.87060546875
25,0.0,-0.1417236328125
26,1.0,0.75927734375
27,0.0,0.0251922607421875
28,1.0,0.5703125
29,0.0,0.416259765625
30,1.0,1.1904296875
31,0.0,0.1456298828125
32,1.0,0.9189453125
33,0.0,0.11529541015625
34,1.0,0.7880859375
35,0.0,0.3203125
36,1.0,0.355224609375
37,0.0,-0.328125
38,1.0,0.5498046875
39,0.0,0.439697265625
40,1.0,0.437255859375
41,0.0,0.320068359375
42,1.0,0.58251953125
43,0.0,0.287841796875
44,1.0,0.638671875
45,0.0,0.32373046875
46,1.0,0.771484375
47,0.0,0.447265625
48,1.0,1.09765625
49,0.0,0.265380859375
50,1.0,1.076171875
51,0.0,-0.003253936767578125
52,1.0,0.8173828125
53,0.0,0.2154541015625
54,1.0,0.509765625
55,0.0,0.509765625
56,1.0,1.0419921875
57,0.0,0.00890350341796875
58,1.0,0.6865234375
59,0.0,0.3427734375
60,1.0,0.26513671875
61,0.0,0.26513671875
62,1.0,0.63525390625
63,0.0,-0.03167724609375
64,1.0,0.57080078125
65,0.0,0.2099609375
66,1.0,0.67236328125
67,0.0,0.62939453125
68,1.0,0.452880859375
69,0.0,0.452880859375
70,1.0,0.6591796875
71,0.0,0.2939453125
72,1.0,0.86572265625
73,0.0,-0.201904296875
74,1.0,0.8759765625
75,0.0,-0.09814453125
76,1.0,0.7880859375
77,0.0,-0.1016845703125
78,1.0,0.7919921875
79,0.0,0.7919921875
80,1.0,0.67529296875
81,0.0,0.047882080078125
82,1.0,0.7490234375
83,0.0,0.477294921875
84,1.0,0.5439453125
85,0.0,-0.1806640625
86,1.0,0.95849609375
87,0.0,0.309814453125
88,1.0,0.91162109375
89,0.0,0.136474609375
90,1.0,0.80859375
91,0.0,0.5322265625
92,1.0,0.990234375
93,0.0,0.01084136962890625
94,1.0,-0.77490234375
95,0.0,-0.05511474609375
96,1.0,0.84814453125
97,0.0,0.51513671875
98,1.0,0.7666015625
99,0.0,0.0628662109375
100,1.0,0.822265625
101,0.0,0.5166015625
102,1.0,1.0087890625
103,0.0,0.1939697265625
104,1.0,0.6708984375
105,0.0,0.294189453125
106,1.0,0.5234375
107,0.0,-0.069580078125
108,1.0,0.900390625
109,0.0,-0.01763916015625
110,1.0,0.80029296875
111,0.0,0.162353515625
112,1.0,0.68896484375
113,0.0,-0.3759765625
114,1.0,0.271484375
115,0.0,-0.2208251953125
116,1.0,0.71826171875
117,0.0,0.71826171875
118,1.0,0.86572265625
119,0.0,0.9794921875
120,1.0,0.6708984375
121,0.0,0.201171875
122,1.0,0.70849609375
123,0.0,0.260009765625
124,1.0,1.103515625
125,0.0,1.103515625
126,1.0,0.96875
127,0.0,0.90185546875
128,1.0,0.69970703125
129,0.0,0.76806640625
130,1.0,0.57470703125
131,0.0,0.298583984375
132,1.0,0.697265625
133,0.0,0.5419921875
134,1.0,0.97705078125
135,0.0,-0.17578125
136,1.0,0.94775390625
137,0.0,0.873046875
138,1.0,0.9150390625
139,0.0,0.43505859375
140,1.0,0.99365234375
141,0.0,0.64892578125
142,1.0,1.4833984375
143,0.0,1.4833984375
144,1.0,0.43896484375
145,0.0,0.69580078125
146,1.0,0.80029296875
147,0.0,0.740234375
148,1.0,0.826171875
149,0.0,-0.043548583984375
150,1.0,0.96875
151,0.0,0.265625
152,1.0,1.0791015625
153,0.0,0.22412109375
154,1.0,0.7841796875
155,0.0,0.1143798828125
156,1.0,0.947265625
157,0.0,0.051849365234375
158,1.0,0.826171875
159,0.0,-0.1368408203125
160,1.0,1.0703125
161,0.0,0.327392578125
162,1.0,1.1708984375
163,0.0,0.29150390625
164,1.0,0.2421875
165,0.0,-0.1507568359375
166,1.0,1.0712890625
167,0.0,0.361572265625
168,1.0,-0.0051116943359375
169,0.0,-0.0051116943359375
170,1.0,0.281005859375
171,0.0,0.57568359375
172,1.0,1.20703125
173,0.0,0.74267578125
174,1.0,0.59912109375
175,0.0,0.1029052734375
176,1.0,0.71044921875
177,0.0,0.319091796875
178,1.0,0.96240234375
179,0.0,0.0026798248291015625
180,1.0,0.6806640625
181,0.0,0.2900390625
182,1.0,0.7587890625
183,0.0,0.05780029296875
184,1.0,0.59716796875
185,0.0,0.063720703125
186,1.0,1.2314453125
187,0.0,1.2314453125
188,1.0,0.74072265625
189,0.0,0.5361328125
190,1.0,0.6103515625
191,0.0,0.45068359375
192,1.0,0.65673828125
193,0.0,0.0535888671875
194,1.0,0.6298828125
195,0.0,0.54443359375
196,1.0,1.0361328125
197,0.0,0.1932373046875
198,1.0,1.0986328125
199,0.0,0.2880859375
200,1.0,1.029296875
201,0.0,-0.1051025390625
202,1.0,1.3525390625
203,0.0,0.3818359375
204,1.0,0.61181640625
205,0.0,0.52197265625
206,1.0,0.90673828125
207,0.0,-0.1973876953125
208,1.0,0.8603515625
209,0.0,0.5859375
210,1.0,0.05316162109375
211,0.0,0.1500244140625
212,1.0,0.70556640625
213,0.0,-0.284423828125
214,1.0,0.6259765625
215,0.0,-0.2025146484375
216,1.0,0.84765625
217,0.0,0.3583984375
218,1.0,0.62744140625
219,0.0,-0.0948486328125
220,1.0,1.04296875
221,0.0,-0.237548828125
222,1.0,0.381103515625
223,0.0,-0.058929443359375
224,1.0,0.626953125
225,0.0,-0.159912109375
226,1.0,0.7314453125
227,0.0,0.119873046875
228,1.0,1.0126953125
229,0.0,-0.06719970703125
230,1.0,0.74560546875
231,0.0,-0.0296173095703125
232,1.0,0.79443359375
233,0.0,0.79443359375
234,1.0,0.93359375
235,0.0,0.218017578125
236,1.0,1.0048828125
237,0.0,0.040618896484375
238,1.0,0.7646484375
239,0.0,-0.0223541259765625
240,1.0,0.7978515625
241,0.0,0.338623046875
242,1.0,0.75244140625
243,0.0,0.2093505859375
244,1.0,0.90087890625
245,0.0,0.13720703125
246,1.0,0.44091796875
247,0.0,0.25341796875
248,1.0,0.6171875
249,0.0,-0.15283203125
250,1.0,0.77880859375
251,0.0,0.2369384765625
252,1.0,0.67333984375
253,0.0,0.259521484375
254,1.0,0.84716796875
255,0.0,0.10577392578125
256,1.0,0.412841796875
257,0.0,0.04095458984375
258,1.0,0.55126953125
259,0.0,-0.1817626953125
260,1.0,0.63134765625
261,0.0,0.01500701904296875
262,1.0,0.6005859375
263,0.0,0.39794921875
264,1.0,0.442626953125
265,0.0,0.442626953125
266,1.0,0.4970703125
267,0.0,-0.01239013671875
268,1.0,0.927734375
269,0.0,0.0416259765625
270,1.0,1.0634765625
271,0.0,0.29833984375
272,1.0,-0.0229034423828125
273,0.0,-0.0229034423828125
274,1.0,0.99609375
275,0.0,0.85009765625
276,1.0,0.83447265625
277,0.0,0.12347412109375
278,1.0,0.658203125
279,0.0,0.10675048828125
280,1.0,0.5498046875
281,0.0,0.05731201171875
282,1.0,0.77001953125
283,0.0,-0.402099609375
284,1.0,0.23681640625
285,0.0,0.23681640625
286,1.0,0.63427734375
287,0.0,0.63427734375
288,1.0,0.68603515625
289,0.0,0.68603515625
290,1.0,0.78076171875
291,0.0,0.478515625
292,1.0,1.05078125
293,0.0,0.85595703125
294,1.0,1.0302734375
